Country,Year,Beginning Stocks,Arabica Production,Robusta Production,Other Production,Production,Bean Imports,Roast & Ground Imports,Soluble Imports,Imports,Total Supply,Bean Exports,Roast & Ground Exports,Soluble Exports,Exports,"Rst,Ground Dom. Consum",Soluble Dom. Cons.,Domestic Consumption,Ending Stocks,Total Distribution
Russia,2017,0,0,0,0,0,2860,390,1215,4465,4465,0,0,0,0,3250,1215,4465,0,4465
Rwanda,2017,0,275,0,0,275,0,0,0,0,275,275,0,0,275,0,0,0,0,275
Saudi Arabia,2017,0,0,0,0,0,860,75,0,935,935,0,0,0,0,935,0,935,0,935
Senegal,2017,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Serbia,2017,0,0,0,0,0,475,0,250,725,725,0,0,0,0,475,250,725,0,725
Sierra Leone,2017,0,0,65,0,65,0,0,0,0,65,41,0,0,41,24,0,24,0,65
Singapore,2017,0,0,0,0,0,95,0,0,95,95,0,0,0,0,95,0,95,0,95
South Africa,2017,0,0,0,0,0,400,0,315,715,715,0,0,0,0,400,315,715,0,715
Sri Lanka,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2017,0,0,0,0,0,2750,0,0,2750,2750,0,1225,0,1225,1525,0,1525,0,2750
Taiwan,2017,0,0,0,0,0,470,120,0,590,590,0,0,0,0,590,0,590,0,590
Tanzania,2017,220,600,550,0,1150,0,0,0,0,1370,1000,0,30,1030,50,0,50,290,1370
Thailand,2017,0,0,700,0,700,550,35,0,585,1285,0,0,650,650,235,400,635,0,1285
Togo,2017,0,0,130,0,130,0,0,0,0,130,130,0,0,130,0,0,0,0,130
Trinidad and Tobago,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2017,0,0,0,0,0,800,65,0,865,865,0,0,0,0,865,0,865,0,865
Uganda,2017,338,1200,3400,0,4600,0,0,0,0,4938,4300,0,0,4300,250,0,250,388,4938
Ukraine,2017,0,0,0,0,0,400,280,425,1105,1105,0,0,0,0,680,425,1105,0,1105
United Kingdom,2017,0,0,0,0,0,2890,600,120,3610,3610,0,0,0,0,3490,120,3610,0,3610
United States,2017,7190,32,0,0,32,24450,115,210,24775,31997,0,0,0,0,25347,210,25557,6440,31997
Uruguay,2017,0,0,0,0,0,20,0,0,20,20,0,0,0,0,20,0,20,0,20
Venezuela,2017,3,575,0,0,575,650,1,1,652,1230,8,0,0,8,1216,1,1217,5,1230
Vietnam,2017,2681,1026,28274,0,29300,500,400,160,1060,33041,27257,550,2100,29907,2500,380,2880,254,33041
Yemen,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen (Sanaa),2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2017,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2018,0,0,0,0,0,100,0,0,100,100,0,0,0,0,100,0,100,0,100
Algeria,2018,0,0,0,0,0,2300,0,40,2340,2340,0,0,0,0,2300,40,2340,0,2340
Angola,2018,0,0,20,0,20,0,0,0,0,20,8,0,0,8,12,0,12,0,20
Argentina,2018,0,0,0,0,0,450,25,260,735,735,0,0,0,0,475,260,735,0,735
Armenia,2018,0,0,0,0,0,200,0,0,200,200,0,0,0,0,200,0,200,0,200
Australia,2018,0,0,0,0,0,1610,165,265,2040,2040,0,0,0,0,1775,265,2040,0,2040
Benin,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2018,0,85,0,0,85,0,0,0,0,85,23,0,0,23,62,0,62,0,85
Bosnia and Herzegovina,2018,0,0,0,0,0,345,0,0,345,345,0,0,0,0,345,0,345,0,345
Brazil,2018,3115,49700,16800,0,66500,0,67,0,67,69682,37379,24,4023,41426,22020,1180,23200,5056,69682
Burundi,2018,0,205,0,0,205,0,0,0,0,205,200,0,0,200,5,0,5,0,205
Cameroon,2018,40,50,400,0,450,0,0,0,0,490,375,0,0,375,75,5,80,35,490
Canada,2018,0,0,0,0,0,3135,350,1400,4885,4885,0,0,0,0,3485,1400,4885,0,4885
Central African Republic,2018,0,0,2,0,2,0,0,0,0,2,0,0,0,0,2,0,2,0,2
Chile,2018,0,0,0,0,0,240,0,0,240,240,0,0,0,0,240,0,240,0,240
China,2018,143,1925,0,0,1925,850,250,1525,2625,4693,1225,25,350,1600,1300,1700,3000,93,4693
Colombia,2018,1111,13870,0,0,13870,975,6,130,1111,16092,12400,315,900,13615,1475,450,1925,552,16092
Congo (Brazzaville),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2018,0,70,175,0,245,0,0,0,0,245,115,0,0,115,130,0,130,0,245
Costa Rica,2018,256,1250,0,0,1250,220,5,5,230,1736,1075,5,0,1080,425,5,430,226,1736
Cote d'Ivoire,2018,15,0,2000,0,2000,0,0,0,0,2015,1725,0,240,1965,35,0,35,15,2015
Croatia,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2018,0,110,0,0,110,0,0,0,0,110,23,0,0,23,87,0,87,0,110
Dominican Republic,2018,0,125,0,0,125,0,0,0,0,125,12,0,0,12,113,0,113,0,125
Ecuador,2018,213,140,115,0,255,370,1,85,456,924,75,1,410,486,43,197,240,198,924
Egypt,2018,0,0,0,0,0,825,0,0,825,825,0,0,0,0,825,0,825,0,825
El Salvador,2018,28,654,0,0,654,2,11,213,226,908,601,0,14,615,35,217,252,41,908
Equatorial Guinea,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2018,27,7350,0,0,7350,0,0,0,0,7377,4174,0,0,4174,3193,0,3193,10,7377
European Union,2018,13500,0,0,0,0,45890,0,0,45890,59390,0,1806,1160,2966,39992,2100,42092,14332,59390
Gabon,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2018,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Ghana,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2018,106,3520,250,0,3770,0,4,245,249,4125,3600,0,4,3604,250,245,495,26,4125
Guinea,2018,20,0,70,0,70,0,0,0,0,90,70,0,0,70,15,0,15,5,90
Guyana,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2018,325,7100,0,0,7100,0,0,12,12,7437,6910,0,0,6910,346,19,365,162,7437
India,2018,1248,1583,3742,0,5325,1302,2,82,1386,7959,3936,4,1838,5778,530,720,1250,931,7959
Indonesia,2018,593,1200,9400,0,10600,674,19,983,1676,12869,4907,43,1200,6150,3100,1200,4300,2419,12869
Iran,2018,0,0,0,0,0,215,0,300,515,515,0,0,0,0,215,300,515,0,515
Jamaica,2018,0,15,0,0,15,0,0,0,0,15,10,0,0,10,5,0,5,0,15
Japan,2018,2794,0,0,0,0,7370,90,860,8320,11114,0,0,0,0,7037,860,7897,3217,11114
Jordan,2018,0,0,0,0,0,520,0,315,835,835,0,0,0,0,520,315,835,0,835
Kazakhstan,2018,0,0,0,0,0,0,0,150,150,150,0,0,0,0,0,150,150,0,150
Kenya,2018,234,850,0,0,850,0,0,15,15,1099,827,0,0,827,40,15,55,217,1099
"Korea, South",2018,0,0,0,0,0,2480,290,0,2770,2770,0,0,0,0,2770,0,2770,0,2770
Kosovo,2018,0,0,0,0,0,95,0,0,95,95,0,0,0,0,95,0,95,0,95
Laos,2018,0,0,375,0,375,0,0,0,0,375,280,0,0,280,95,0,95,0,375
Liberia,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2018,0,30,250,0,280,0,0,0,0,280,5,0,0,5,275,0,275,0,280
Malawi,2018,0,11,0,0,11,0,0,0,0,11,10,0,0,10,1,0,1,0,11
Malaysia,2018,0,0,2100,0,2100,1875,0,0,1875,3975,0,0,3125,3125,0,850,850,0,3975
Mexico,2018,183,3100,450,0,3550,1435,84,249,1768,5501,1731,222,943,2896,970,1610,2580,25,5501
Montenegro,2018,0,0,0,0,0,50,0,0,50,50,0,0,0,0,50,0,50,0,50
Morocco,2018,0,0,0,0,0,825,20,0,845,845,0,0,0,0,845,0,845,0,845
New Caledonia,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2018,0,0,0,0,0,220,25,190,435,435,0,0,0,0,245,190,435,0,435
Nicaragua,2018,142,2900,50,0,2950,0,0,25,25,3117,2675,5,110,2790,85,95,180,147,3117
Nigeria,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2018,0,0,0,0,0,105,0,0,105,105,0,0,0,0,105,0,105,0,105
Norway,2018,0,0,0,0,0,575,135,90,800,800,0,0,0,0,710,90,800,0,800
Panama,2018,0,75,0,0,75,35,0,20,55,130,3,40,0,43,67,20,87,0,130
Papua New Guinea,2018,36,915,50,0,965,0,0,0,0,1001,915,0,0,915,50,0,50,36,1001
Paraguay,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2018,85,4390,0,0,4390,0,0,0,0,4475,4293,0,0,4293,10,160,170,12,4475
Philippines,2018,400,25,400,0,425,600,0,5500,6100,6925,0,0,0,0,400,5725,6125,800,6925
Russia,2018,0,0,0,0,0,3070,475,1400,4945,4945,0,0,0,0,3545,1400,4945,0,4945
Rwanda,2018,0,275,0,0,275,0,0,0,0,275,275,0,0,275,0,0,0,0,275
Saudi Arabia,2018,0,0,0,0,0,830,150,0,980,980,0,0,0,0,980,0,980,0,980
Senegal,2018,0,0,0,0,0,45,0,0,45,45,0,0,0,0,45,0,45,0,45
Serbia,2018,0,0,0,0,0,500,0,300,800,800,0,0,0,0,500,300,800,0,800
Sierra Leone,2018,0,0,50,0,50,0,0,0,0,50,37,0,0,37,13,0,13,0,50
Singapore,2018,0,0,0,0,0,190,0,0,190,190,0,0,0,0,190,0,190,0,190
South Africa,2018,0,0,0,0,0,350,0,360,710,710,0,0,0,0,350,360,710,0,710
Sri Lanka,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2018,0,0,0,0,0,2810,0,0,2810,2810,0,1350,0,1350,1460,0,1460,0,2810
Taiwan,2018,0,0,0,0,0,500,110,0,610,610,0,0,0,0,610,0,610,0,610
Tanzania,2018,290,700,600,0,1300,0,0,0,0,1590,1200,0,30,1230,50,0,50,310,1590
Thailand,2018,0,0,650,0,650,800,50,0,850,1500,0,0,730,730,240,530,770,0,1500
Togo,2018,0,0,95,0,95,0,0,0,0,95,95,0,0,95,0,0,0,0,95
Trinidad and Tobago,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2018,0,0,0,0,0,1140,65,0,1205,1205,0,0,0,0,1205,0,1205,0,1205
Uganda,2018,388,1050,3600,0,4650,0,0,0,0,5038,4450,0,0,4450,250,0,250,338,5038
Ukraine,2018,0,0,0,0,0,420,360,365,1145,1145,0,0,0,0,780,365,1145,0,1145
United Kingdom,2018,0,0,0,0,0,3175,650,50,3875,3875,0,0,0,0,3825,50,3875,0,3875
United States,2018,6440,54,0,0,54,27150,370,500,28020,34514,0,0,0,0,26662,500,27162,7352,34514
Uruguay,2018,0,0,0,0,0,20,0,0,20,20,0,0,0,0,20,0,20,0,20
Venezuela,2018,5,585,0,0,585,650,1,1,652,1242,16,0,0,16,1213,1,1214,12,1242
Vietnam,2018,254,1064,29336,0,30400,500,500,160,1160,31814,25618,550,2150,28318,2550,390,2940,556,31814
Yemen,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen (Sanaa),2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2018,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2019,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Algeria,2019,0,0,0,0,0,2000,0,40,2040,2040,0,0,0,0,2000,40,2040,0,2040
Angola,2019,0,0,32,0,32,0,0,0,0,32,22,0,0,22,10,0,10,0,32
Argentina,2019,0,0,0,0,0,525,24,310,859,859,0,0,0,0,549,310,859,0,859
Armenia,2019,0,0,0,0,0,200,0,0,200,200,0,0,0,0,200,0,200,0,200
Australia,2019,0,0,0,0,0,1415,200,345,1960,1960,0,0,0,0,1585,375,1960,0,1960
Benin,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2019,0,85,0,0,85,0,0,0,0,85,22,0,0,22,63,0,63,0,85
Bosnia and Herzegovina,2019,0,0,0,0,0,330,0,0,330,330,0,0,0,0,330,0,330,0,330
Brazil,2019,5056,42000,18500,0,60500,0,67,0,67,65623,36190,26,4040,40256,22065,929,22994,2373,65623
Burundi,2019,0,265,0,0,265,0,0,0,0,265,260,0,0,260,5,0,5,0,265
Cameroon,2019,35,50,425,0,475,0,0,0,0,510,400,0,0,400,75,5,80,30,510
Canada,2019,0,0,0,0,0,2835,480,1515,4830,4830,0,0,0,0,3315,1515,4830,0,4830
Central African Republic,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2019,0,0,0,0,0,245,0,0,245,245,0,0,0,0,245,0,245,0,245
China,2019,93,2000,0,0,2000,900,260,1775,2935,5028,885,15,230,1130,1700,1900,3600,298,5028
Colombia,2019,552,14100,0,0,14100,845,5,130,980,15632,11770,210,1025,13005,1275,500,1775,852,15632
Congo (Brazzaville),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2019,0,75,180,0,255,0,0,0,0,255,125,0,0,125,130,0,130,0,255
Costa Rica,2019,226,1466,0,0,1466,200,5,5,210,1902,1130,10,0,1140,458,5,463,299,1902
Cote d'Ivoire,2019,15,0,1775,0,1775,0,0,0,0,1790,1425,0,290,1715,65,0,65,10,1790
Croatia,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2019,0,90,0,0,90,0,0,0,0,90,10,0,0,10,80,0,80,0,90
Dominican Republic,2019,0,120,0,0,120,0,0,0,0,120,10,0,0,10,110,0,110,0,120
Ecuador,2019,198,155,120,0,275,350,1,90,441,914,20,1,370,391,48,265,313,210,914
Egypt,2019,0,0,0,0,0,750,0,0,750,750,0,0,0,0,750,0,750,0,750
El Salvador,2019,41,510,0,0,510,12,13,258,283,834,543,0,12,555,30,240,270,9,834
Equatorial Guinea,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2019,10,7475,0,0,7475,0,0,0,0,7485,4135,0,0,4135,3140,0,3140,210,7485
European Union,2019,14332,0,0,0,0,44460,0,0,44460,58792,0,2275,1215,3490,37964,2300,40264,15038,58792
Gabon,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2019,0,0,0,0,0,80,0,0,80,80,0,0,0,0,80,0,80,0,80
Ghana,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2019,26,3515,130,0,3645,0,4,300,304,3975,3211,4,5,3220,335,300,635,120,3975
Guinea,2019,5,0,145,0,145,0,0,0,0,150,125,0,0,125,20,0,20,5,150
Guyana,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2019,162,5200,0,0,5200,0,0,28,28,5390,4900,0,0,4900,346,20,366,124,5390
India,2019,931,1450,3517,0,4967,1354,2,74,1430,7328,3399,4,1782,5185,500,670,1170,973,7328
Indonesia,2019,2419,1250,9450,0,10700,445,20,766,1231,14350,6096,56,1000,7152,3400,1500,4900,2298,14350
Iran,2019,0,0,0,0,0,205,0,100,305,305,0,0,0,0,205,100,305,0,305
Jamaica,2019,0,16,0,0,16,0,0,0,0,16,11,0,0,11,5,0,5,0,16
Japan,2019,3217,0,0,0,0,6550,110,630,7290,10507,0,0,0,0,6980,630,7610,2897,10507
Jordan,2019,0,0,0,0,0,460,0,310,770,770,0,0,0,0,460,310,770,0,770
Kazakhstan,2019,0,0,0,0,0,0,0,225,225,225,0,0,0,0,0,225,225,0,225
Kenya,2019,217,750,0,0,750,0,0,11,11,978,737,0,0,737,25,11,36,205,978
"Korea, South",2019,0,0,0,0,0,2660,320,0,2980,2980,0,0,0,0,2980,0,2980,0,2980
Kosovo,2019,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Laos,2019,0,0,440,0,440,0,0,0,0,440,340,0,0,340,100,0,100,0,440
Liberia,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2019,0,25,300,0,325,0,0,0,0,325,25,0,0,25,300,0,300,0,325
Malawi,2019,0,10,0,0,10,0,0,0,0,10,9,0,0,9,1,0,1,0,10
Malaysia,2019,0,0,1900,0,1900,1735,0,0,1735,3635,0,0,3000,3000,0,635,635,0,3635
Mexico,2019,25,3150,550,0,3700,1522,78,380,1980,5705,1835,206,945,2986,950,1670,2620,99,5705
Montenegro,2019,0,0,0,0,0,35,0,0,35,35,0,0,0,0,35,0,35,0,35
Morocco,2019,0,0,0,0,0,675,35,0,710,710,0,0,0,0,710,0,710,0,710
New Caledonia,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2019,0,0,0,0,0,210,35,205,450,450,0,0,0,0,245,205,450,0,450
Nicaragua,2019,147,2675,80,0,2755,0,0,25,25,2927,2610,10,120,2740,70,80,150,37,2927
Nigeria,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2019,0,0,0,0,0,100,0,0,100,100,0,0,0,0,100,0,100,0,100
Norway,2019,0,0,0,0,0,580,120,95,795,795,0,0,0,0,700,95,795,0,795
Panama,2019,0,75,0,0,75,30,0,10,40,115,8,40,0,48,52,15,67,0,115
Papua New Guinea,2019,36,775,50,0,825,0,0,0,0,861,775,0,0,775,51,0,51,35,861
Paraguay,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Peru,2019,12,3925,0,0,3925,0,0,119,119,4056,3720,0,0,3720,15,195,210,126,4056
Philippines,2019,800,25,425,0,450,670,0,5000,5670,6920,0,0,0,0,400,5720,6120,800,6920
Russia,2019,0,0,0,0,0,3180,430,1015,4625,4625,0,0,0,0,3610,1015,4625,0,4625
Rwanda,2019,0,350,0,0,350,0,0,0,0,350,350,0,0,350,0,0,0,0,350
Saudi Arabia,2019,0,0,0,0,0,850,190,0,1040,1040,0,0,0,0,1040,0,1040,0,1040
Senegal,2019,0,0,0,0,0,80,0,0,80,80,0,0,0,0,80,0,80,0,80
Serbia,2019,0,0,0,0,0,490,0,315,805,805,0,0,0,0,490,315,805,0,805
Sierra Leone,2019,0,0,65,0,65,0,0,0,0,65,41,0,0,41,24,0,24,0,65
Singapore,2019,0,0,0,0,0,100,0,0,100,100,0,0,0,0,100,0,100,0,100
South Africa,2019,0,0,0,0,0,350,0,310,660,660,0,0,0,0,350,310,660,0,660
Sri Lanka,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Switzerland,2019,0,0,0,0,0,3030,0,0,3030,3030,0,1560,0,1560,1470,0,1470,0,3030
Taiwan,2019,0,0,0,0,0,590,100,0,690,690,0,0,0,0,690,0,690,0,690
Tanzania,2019,310,650,600,0,1250,0,0,0,0,1560,1200,0,30,1230,50,0,50,280,1560
Thailand,2019,0,0,700,0,700,930,75,0,1005,1705,0,0,905,905,275,525,800,0,1705
Togo,2019,0,0,100,0,100,0,0,0,0,100,100,0,0,100,0,0,0,0,100
Trinidad and Tobago,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Turkey,2019,0,0,0,0,0,1165,50,0,1215,1215,0,0,0,0,1215,0,1215,0,1215
Uganda,2019,338,1025,4450,0,5475,0,0,0,0,5813,5350,0,0,5350,100,0,100,363,5813
Ukraine,2019,0,0,0,0,0,420,450,400,1270,1270,0,0,0,0,870,400,1270,0,1270
United Kingdom,2019,0,0,0,0,0,2640,585,580,3805,3805,0,0,0,0,3225,580,3805,0,3805
United States,2019,7352,39,0,0,39,23900,360,800,25060,32451,0,0,0,0,25249,800,26049,6402,32451
Uruguay,2019,0,0,0,0,0,20,0,0,20,20,0,0,0,0,20,0,20,0,20
Venezuela,2019,12,550,0,0,550,0,1,1,2,564,5,0,0,5,555,1,556,3,564
Vietnam,2019,556,1100,30200,0,31300,300,300,100,700,32556,24526,550,2250,27326,2600,500,3100,2130,32556
Yemen,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Yemen (Sanaa),2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zambia,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Zimbabwe,2019,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Albania,2020,0,0,0,0,0,100,0,0,100,100,0,0,0,0,100,0,100,0,100
Algeria,2020,0,0,0,0,0,2200,0,40,2240,2240,0,0,0,0,2200,40,2240,0,2240
Angola,2020,0,0,30,0,30,0,0,0,0,30,16,0,0,16,14,0,14,0,30
Argentina,2020,0,0,0,0,0,410,29,350,789,789,0,0,0,0,439,350,789,0,789
Armenia,2020,0,0,0,0,0,180,0,0,180,180,0,0,0,0,180,0,180,0,180
Australia,2020,0,0,0,0,0,1640,205,210,2055,2055,0,0,0,0,1845,210,2055,0,2055
Benin,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Bolivia,2020,0,80,0,0,80,0,0,0,0,80,23,0,0,23,57,0,57,0,80
Bosnia and Herzegovina,2020,0,0,0,0,0,345,0,0,345,345,0,0,0,0,345,0,345,0,345
Brazil,2020,2373,49700,20200,0,69900,0,72,0,72,72345,41689,32,3954,45675,21350,930,22280,4390,72345
Burundi,2020,0,230,0,0,230,0,0,0,0,230,215,0,0,215,15,0,15,0,230
Cameroon,2020,30,50,350,0,400,0,0,0,0,430,330,0,0,330,75,5,80,20,430
Canada,2020,0,0,0,0,0,2860,475,1660,4995,4995,0,0,0,0,3335,1660,4995,0,4995
Central African Republic,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Chile,2020,0,0,0,0,0,215,0,0,215,215,0,0,0,0,215,0,215,0,215
China,2020,298,1700,0,0,1700,1675,309,1820,3804,5802,360,25,300,685,2300,2100,4400,717,5802
Colombia,2020,852,13400,0,0,13400,1670,3,145,1818,16070,11500,245,1010,12755,1480,600,2080,1235,16070
Congo (Brazzaville),2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Congo (Kinshasa),2020,0,75,175,0,250,0,0,0,0,250,120,0,0,120,130,0,130,0,250
Costa Rica,2020,299,1472,0,0,1472,145,10,5,160,1931,1155,10,0,1165,465,20,485,281,1931
Cote d'Ivoire,2020,10,0,910,0,910,0,0,0,0,920,580,0,285,865,50,0,50,5,920
Croatia,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Cuba,2020,0,100,0,0,100,0,0,0,0,100,15,0,0,15,85,0,85,0,100
Dominican Republic,2020,0,120,0,0,120,0,0,0,0,120,10,0,0,10,110,0,110,0,120
Ecuador,2020,210,88,167,0,255,350,1,90,441,906,35,1,475,511,40,189,229,166,906
Egypt,2020,0,0,0,0,0,400,0,0,400,400,0,0,0,0,400,0,400,0,400
El Salvador,2020,9,540,0,0,540,14,15,215,244,793,527,0,15,542,30,200,230,21,793
Equatorial Guinea,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Ethiopia,2020,210,7600,0,0,7600,0,0,0,0,7810,4675,0,0,4675,3000,0,3000,135,7810
European Union,2020,15038,0,0,0,0,43875,0,0,43875,58913,0,2415,1460,3875,38916,2355,41271,13767,58913
Gabon,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Georgia,2020,0,0,0,0,0,85,0,0,85,85,0,0,0,0,85,0,85,0,85
Ghana,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Guatemala,2020,120,3810,120,0,3930,0,7,350,357,4407,3675,5,11,3691,255,350,605,111,4407
Guinea,2020,5,0,70,0,70,0,0,0,0,75,60,0,0,60,10,0,10,5,75
Guyana,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Haiti,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Honduras,2020,124,6500,0,0,6500,0,0,24,24,6648,6010,0,0,6010,348,21,369,269,6648
India,2020,973,1650,3917,0,5567,1256,1,88,1345,7885,3818,6,1970,5794,417,763,1180,911,7885
Indonesia,2020,2298,1300,9400,0,10700,230,12,751,993,13991,6466,56,1350,7872,3000,1450,4450,1669,13991
Iran,2020,0,0,0,0,0,385,0,40,425,425,0,0,0,0,385,40,425,0,425
Jamaica,2020,0,15,0,0,15,0,0,0,0,15,11,0,0,11,4,0,4,0,15
Japan,2020,2897,0,0,0,0,6520,100,530,7150,10047,0,0,0,0,6824,530,7354,2693,10047
Jordan,2020,0,0,0,0,0,530,0,315,845,845,0,0,0,0,530,315,845,0,845
Kazakhstan,2020,0,0,0,0,0,0,0,210,210,210,0,0,0,0,0,210,210,0,210
Kenya,2020,205,693,0,0,693,0,0,11,11,909,655,0,0,655,61,20,81,173,909
"Korea, South",2020,0,0,0,0,0,2635,360,0,2995,2995,0,0,0,0,2995,0,2995,0,2995
Kosovo,2020,0,0,0,0,0,70,0,0,70,70,0,0,0,0,70,0,70,0,70
Laos,2020,0,0,485,0,485,0,0,0,0,485,400,0,0,400,85,0,85,0,485
Liberia,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
Madagascar,2020,0,25,300,0,325,0,0,0,0,325,35,0,0,35,290,0,290,0,325
Malawi,2020,0,10,0,0,10,0,0,0,0,10,9,0,0,9,1,0,1,0,10
Malaysia,2020,0,0,2000,0,2000,1580,0,0,1580,3580,0,0,2780,2780,0,800,800,0,3580
Mexico,2020,99,3000,530,0,3530,1582,101,301,1984,5613,1890,252,865,3007,950,1639,2589,17,5613
Montenegro,2020,0,0,0,0,0,40,0,0,40,40,0,0,0,0,40,0,40,0,40
Morocco,2020,0,0,0,0,0,815,65,0,880,880,0,0,0,0,880,0,880,0,880
New Caledonia,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
New Zealand,2020,0,0,0,0,0,220,35,270,525,525,0,0,0,0,280,245,525,0,525
Nicaragua,2020,37,2550,100,0,2650,0,0,25,25,2712,2420,5,75,2500,95,80,175,37,2712
Nigeria,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
North Macedonia,2020,0,0,0,0,0,90,0,0,90,90,0,0,0,0,90,0,90,0,90
Norway,2020,0,0,0,0,0,580,135,100,815,815,0,0,0,0,715,100,815,0,815
Panama,2020,0,75,0,0,75,40,0,15,55,130,3,30,0,33,80,17,97,0,130
Papua New Guinea,2020,35,650,50,0,700,0,0,0,0,735,650,0,0,650,50,0,50,35,735
Paraguay,2020,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
